,month_date_yyyymm,postal_code,zip_name,median_listing_price,active_listing_count
205437,202409,48103,"ann arbor, mi",554046.0,92.0
205438,202409,60131,"franklin park, il",332975.0,17.0
205439,202409,28204,"charlotte, nc",763500.0,27.0
205440,202409,6524,"bethany, ct",598675.0,11.0
205416,202409,54630,"galesville, wi",387400.0,4.0
205415,202409,96016,"cassel, ca",429000.0,3.0
205414,202409,38720,"alligator, ms",148000.0,1.0
205413,202409,90211,"beverly hills, ca",2545000.0,29.0
205390,202409,39157,"ridgeland, ms",406175.0,64.0
205391,202409,72459,"ravenden, ar",118000.0,7.0
205392,202409,44311,"akron, oh",93100.0,24.0
205393,202409,71909,"hot springs village, ar",349700.0,186.0
205394,202409,91340,"san fernando, ca",756238.0,13.0
205395,202409,34110,"naples, fl",768733.0,325.0
205396,202409,30720,"dalton, ga",373079.0,75.0
205397,202409,72663,"onia, ar",994950.0,2.0
205398,202409,54660,"tomah, wi",276000.0,23.0
205399,202409,48519,"burton, mi",169675.0,16.0
205400,202409,60556,"waterman, il",302500.0,3.0
205401,202409,42051,"hickory, ky",221450.0,4.0
205402,202409,44703,"canton, oh",115150.0,9.0
205403,202409,54901,"oshkosh, wi",226225.0,49.0
205404,202409,33438,"canal point, fl",595000.0,1.0
205405,202409,54027,"wilson, wi",399900.0,1.0
205406,202409,36206,"anniston, al",152425.0,28.0
205407,202409,89406,"fallon, nv",411375.0,43.0
205408,202409,54762,"prairie farm, wi",,0.0
205409,202409,62930,"eldorado, il",63100.0,11.0
205410,202409,43739,"glenford, oh",750650.0,4.0
205411,202409,25063,"duck, wv",225000.0,8.0
205412,202409,65287,"wooldridge, mo",708200.0,3.0
205334,202409,50320,"des moines, ia",298000.0,62.0
205332,202409,1243,"middlefield, ma",349945.0,2.0
205224,202409,30359,,506993.0,3.0
205263,202409,17302,"airville, pa",333500.0,7.0
205252,202409,73860,"waynoka, ok",58500.0,5.0
205253,202409,34222,"ellenton, fl",590000.0,27.0
205254,202409,7068,"roseland, nj",773675.0,7.0
205255,202409,39443,"laurel, ms",274500.0,23.0
205256,202409,88201,"roswell, nm",340725.0,125.0
205257,202409,46219,"indianapolis, in",218450.0,73.0
205258,202409,46319,"griffith, in",265250.0,19.0
205259,202409,39110,"madison, ms",497175.0,277.0
205260,202409,84664,"mapleton, ut",649995.0,136.0
205261,202409,45050,"monroe, oh",417000.0,12.0
205262,202409,8103,"camden, nj",175000.0,25.0
205264,202409,45877,"pandora, oh",154100.0,3.0
205277,202409,55749,"holyoke, mn",279900.0,1.0
205265,202409,4351,"manchester, me",512000.0,8.0
205266,202409,76377,"petrolia, tx",180000.0,5.0
205267,202409,17339,"lewisberry, pa",444300.0,11.0
205268,202409,97406,"agness, or",975000.0,1.0
205269,202409,61275,"port byron, il",458700.0,4.0
205270,202409,3580,"franconia, nh",986000.0,5.0
205271,202409,80123,"littleton, co",651950.0,140.0
205272,202409,45406,"dayton, oh",127450.0,45.0
205273,202409,7020,"edgewater, nj",919000.0,63.0
205274,202409,44613,"brewster, oh",151150.0,3.0
205275,202409,36035,"goshen, al",127500.0,2.0
205251,202409,16150,"sharpsville, pa",156975.0,16.0
205250,202409,4765,"patten, me",289900.0,9.0
205249,202409,95526,"bridgeville, ca",432250.0,24.0
205248,202409,79762,"odessa, tx",292118.0,105.0
205225,202409,64430,"clarksdale, mo",404925.0,3.0
205226,202409,53086,"slinger, wi",537400.0,34.0
205227,202409,10506,"bedford, ny",1900000.0,15.0
205228,202409,11793,"wantagh, ny",799000.0,30.0
205229,202409,50480,"titonka, ia",150000.0,5.0
205230,202409,35036,"brookside, al",85350.0,2.0
205231,202409,99029,"reardan, wa",469250.0,1.0
205232,202409,29718,"jefferson, sc",1376250.0,2.0
205233,202409,21093,"lutherville timonium, md",547225.0,57.0
205234,202409,44484,"warren, oh",236725.0,39.0
205235,202409,93311,"bakersfield, ca",537740.0,120.0
205236,202409,34145,"marco island, fl",1092250.0,522.0
205237,202409,39466,"picayune, ms",249225.0,90.0
205238,202409,85257,"scottsdale, az",696925.0,96.0
205239,202409,44683,"uhrichsville, oh",124950.0,13.0
205240,202409,84106,"salt lake city, ut",608450.0,72.0
205241,202409,67202,"wichita, ks",314900.0,2.0
205242,202409,77535,"dayton, tx",403975.0,216.0
205243,202409,95949,"grass valley, ca",639450.0,119.0
205244,202409,80653,"weldona, co",549500.0,4.0
205245,202409,54014,"hager city, wi",373425.0,4.0
205246,202409,12155,"schenevus, ny",295125.0,9.0
205247,202409,73481,"ratliff city, ok",349999.0,0.0
205276,202409,78415,"corpus christi, tx",260625.0,133.0
205278,202409,20861,"ashton, md",1096225.0,3.0
205331,202409,54732,"cornell, wi",237400.0,4.0
205318,202409,46628,"south bend, in",139500.0,79.0
205307,202409,67232,"wichita, ks",364450.0,1.0
205308,202409,26679,"mount nebo, wv",279000.0,8.0
205309,202409,29902,"beaufort, sc",590875.0,79.0
205310,202409,44454,"petersburg, oh",376250.0,1.0
205311,202409,95230,"farmington, ca",1199500.0,2.0
205312,202409,78233,"san antonio, tx",265000.0,170.0
205313,202409,49632,"falmouth, mi",139900.0,1.0
205314,202409,68131,"omaha, ne",260000.0,22.0
205315,202409,39601,"brookhaven, ms",235000.0,44.0
205316,202409,15208,"pittsburgh, pa",120000.0,19.0
205317,202409,55432,"minneapolis, mn",325975.0,34.0
205319,202409,67581,"sylvia, ks",45000.0,1.0
205279,202409,68634,"duncan, ne",328750.0,2.0
205320,202409,68642,"humphrey, ne",296250.0,1.0
205321,202409,50585,"sioux rapids, ia",182000.0,1.0
205322,202409,71037,"haughton, la",266743.0,66.0
205323,202409,60008,"rolling meadows, il",317175.0,33.0
205324,202409,41501,"pikeville, ky",267000.0,51.0
205325,202409,74035,"hominy, ok",103500.0,6.0
205326,202409,95313,"crows landing, ca",1224925.0,1.0
205327,202409,66046,"lawrence, ks",309900.0,40.0
205328,202409,48420,"clio, mi",252450.0,48.0
205329,202409,34748,"leesburg, fl",324950.0,292.0
205330,202409,26050,"newell, wv",73700.0,4.0
205306,202409,46932,"galveston, in",312425.0,6.0
205305,202409,13411,"new berlin, ny",225000.0,6.0
205304,202409,31069,"perry, ga",314270.0,132.0
205303,202409,92625,"corona del mar, ca",5470000.0,85.0
205280,202409,33901,"fort myers, fl",365000.0,173.0
205281,202409,59829,"darby, mt",849000.0,27.0
205282,202409,87326,"vanderwagen, nm",471225.0,2.0
205283,202409,15034,"dravosburg, pa",129900.0,1.0
205284,202409,58771,"plaza, nd",890000.0,1.0
205285,202409,73009,"binger, ok",129500.0,3.0
205286,202409,53118,"dousman, wi",550150.0,11.0
205287,202409,14813,"belmont, ny",329000.0,4.0
205288,202409,99588,"glennallen, ak",239999.0,9.0
205289,202409,76084,"venus, tx",457473.0,127.0
205290,202409,46227,"indianapolis, in",248675.0,80.0
205291,202409,54701,"eau claire, wi",374975.0,75.0
205292,202409,45327,"germantown, oh",310384.0,18.0
205293,202409,7062,"plainfield, nj",490000.0,28.0
205294,202409,78596,"weslaco, tx",243000.0,142.0
205295,202409,74103,"tulsa, ok",815500.0,6.0
205296,202409,30817,"lincolnton, ga",411175.0,24.0
205297,202409,55441,"minneapolis, mn",460000.0,28.0
205298,202409,39652,"magnolia, ms",186125.0,11.0
205299,202409,40953,"hinkle, ky",248725.0,2.0
205300,202409,39572,"pearlington, ms",298500.0,6.0
205301,202409,62979,"ridgway, il",103175.0,4.0
205302,202409,73521,"altus, ok",219925.0,77.0
207647,202409,12839,"hudson falls, ny",227500.0,20.0
207649,202409,17097,"wiconisco, pa",69900.0,1.0
211178,202409,24279,"pound, va",132500.0,7.0
210006,202409,52132,"calmar, ia",224500.0,2.0
209995,202409,54473,"rosholt, wi",213725.0,6.0
209996,202409,1020,"chicopee, ma",329950.0,22.0
209997,202409,36579,"stockton, al",420000.0,5.0
209998,202409,91106,"pasadena, ca",1049000.0,38.0
209999,202409,27840,"hamilton, nc",111950.0,4.0
210000,202409,47535,"freelandville, in",52800.0,1.0
210001,202409,38821,"amory, ms",220600.0,40.0
210002,202409,29708,"fort mill, sc",539950.0,107.0
210003,202409,54977,"scandinavia, wi",297500.0,2.0
210004,202409,30601,"athens, ga",324750.0,36.0
210005,202409,38041,"henning, tn",37750.0,3.0
210007,202409,48623,"freeland, mi",337225.0,31.0
209993,202409,35574,"kennedy, al",300350.0,2.0
210008,202409,38865,"rienzi, ms",349900.0,5.0
210009,202409,73119,"oklahoma city, ok",145000.0,27.0
210010,202409,76460,"loving, tx",554424.0,2.0
210011,202409,74008,"bixby, ok",477450.0,221.0
210012,202409,60912,"beaverville, il",165900.0,3.0
210013,202409,7009,"cedar grove, nj",676500.0,8.0
210014,202409,8736,"manasquan, nj",1250000.0,29.0
210015,202409,2670,"west dennis, ma",681225.0,12.0
210016,202409,1056,"ludlow, ma",364950.0,26.0
210017,202409,2630,"barnstable, ma",879000.0,7.0
210018,202409,98388,"steilacoom, wa",592448.0,16.0
209994,202409,24901,"lewisburg, wv",349000.0,26.0
209992,202409,60426,"harvey, il",134975.0,74.0
210075,202409,75446,"honey grove, tx",389000.0,24.0
209978,202409,28341,"faison, nc",569000.0,1.0
209967,202409,68961,"nelson, ne",85000.0,2.0
209968,202409,22712,"bealeton, va",619999.0,19.0
209969,202409,34219,"parrish, fl",451500.0,402.0
209970,202409,70455,"robert, la",232250.0,16.0
209971,202409,60129,"esmond, il",271950.0,3.0
209972,202409,56442,"crosslake, mn",747225.0,33.0
209973,202409,15851,"reynoldsville, pa",89950.0,2.0
209974,202409,70092,"violet, la",199675.0,27.0
209975,202409,4497,"wytopitlock, me",129999.0,2.0
209976,202409,39194,"yazoo city, ms",159725.0,35.0
209977,202409,7645,"montvale, nj",1114500.0,18.0
209979,202409,43332,"la rue, oh",231200.0,3.0
209991,202409,83537,"kendrick, id",324250.0,7.0
209980,202409,24817,,163000.0,1.0
209981,202409,13304,"barneveld, ny",269000.0,1.0
209982,202409,47172,"sellersburg, in",340000.0,42.0
209983,202409,6010,"bristol, ct",340000.0,70.0
209984,202409,64106,"kansas city, mo",184625.0,40.0
209985,202409,16223,,19900.0,1.0
209986,202409,15083,"sutersville, pa",154900.0,3.0
209987,202409,65360,"windsor, mo",225750.0,15.0
209988,202409,18248,"sheppton, pa",4449000.0,1.0
209989,202409,35476,"northport, al",227400.0,11.0
209990,202409,56326,"evansville, mn",427475.0,5.0
210019,202409,62691,"virginia, il",115500.0,7.0
210020,202409,54867,"radisson, wi",135000.0,1.0
210021,202409,20676,"port republic, md",550625.0,3.0
210061,202409,47234,"flat rock, in",267175.0,2.0
210050,202409,85233,"gilbert, az",586000.0,81.0
210051,202409,67864,"meade, ks",176000.0,5.0
210052,202409,54658,"stoddard, wi",562500.0,4.0
210053,202409,49030,"burr oak, mi",149900.0,1.0
210054,202409,95928,"chico, ca",549000.0,55.0
210055,202409,33426,"boynton beach, fl",338122.0,154.0
210056,202409,97049,"rhododendron, or",599950.0,19.0
210057,202409,44240,"kent, oh",278725.0,37.0
210058,202409,64020,"concordia, mo",229000.0,6.0
210059,202409,56285,"sacred heart, mn",200000.0,2.0
210060,202409,77083,"houston, tx",282450.0,116.0
210062,202409,28777,"spruce pine, nc",426225.0,36.0
210022,202409,77541,"freeport, tx",418375.0,234.0
210063,202409,66770,"riverton, ks",258650.0,5.0
210064,202409,56386,"wahkon, mn",417450.0,4.0
210065,202409,62923,"cypress, il",399000.0,1.0
210066,202409,74954,"roland, ok",189500.0,14.0
210067,202409,21918,"conowingo, md",589490.0,15.0
210068,202409,56142,"ivanhoe, mn",113750.0,2.0
210069,202409,21216,"baltimore, md",177500.0,139.0
210070,202409,83815,"coeur d alene, id",589450.0,118.0
210071,202409,70122,"new orleans, la",294250.0,186.0
210072,202409,92627,"costa mesa, ca",1499250.0,53.0
210073,202409,31001,"abbeville, ga",187400.0,4.0
210049,202409,37095,"liberty, tn",725000.0,7.0
210048,202409,37029,"burns, tn",614850.0,36.0
210047,202409,60476,"thornton, il",210500.0,7.0
210046,202409,46571,"topeka, in",319725.0,3.0
210023,202409,46825,"fort wayne, in",280225.0,31.0
210024,202409,73080,"purcell, ok",229950.0,57.0
210025,202409,13454,"salisbury center, ny",119950.0,2.0
210026,202409,73727,"carrier, ok",549000.0,1.0
210027,202409,53212,"milwaukee, wi",214200.0,40.0
210028,202409,94526,"danville, ca",1595000.0,46.0
210029,202409,47598,"winslow, in",149825.0,5.0
210030,202409,76645,"hillsboro, tx",268250.0,46.0
210031,202409,3458,"peterborough, nh",590500.0,20.0
210032,202409,93066,"somis, ca",4187250.0,13.0
210033,202409,80004,"arvada, co",636875.0,88.0
210034,202409,11937,"east hampton, ny",2924750.0,249.0
210035,202409,60532,"lisle, il",262500.0,45.0
210036,202409,40513,"lexington, ky",519900.0,20.0
210037,202409,11724,"cold spring harbor, ny",2958750.0,12.0
210038,202409,50840,"clearfield, ia",74999.0,1.0
210039,202409,75487,"talco, tx",120000.0,3.0
210040,202409,15901,"johnstown, pa",79225.0,5.0
210041,202409,78598,"port mansfield, tx",344250.0,13.0
210042,202409,17901,"pottsville, pa",183500.0,58.0
210043,202409,32059,"lee, fl",706750.0,5.0
210044,202409,49452,"rothbury, mi",381650.0,9.0
210045,202409,76869,"pontotoc, tx",529000.0,1.0
209966,202409,4401,"bangor, me",375000.0,92.0
209965,202409,77483,,159900.0,1.0
209964,202409,77388,"spring, tx",330250.0,146.0
209895,202409,51441,"deloit, ia",278200.0,2.0
209884,202409,49735,"gaylord, mi",359900.0,66.0
209885,202409,68428,"raymond, ne",587000.0,3.0
209886,202409,56122,"chandler, mn",174900.0,1.0
209887,202409,56734,"lake bronson, mn",89900.0,1.0
209888,202409,60951,"martinton, il",99900.0,4.0
209889,202409,19010,"bryn mawr, pa",993750.0,32.0
209890,202409,73542,"frederick, ok",61450.0,20.0
209891,202409,98280,"orcas, wa",2375000.0,3.0
209892,202409,21632,"federalsburg, md",282175.0,11.0
209893,202409,76442,"comanche, tx",235000.0,49.0
209894,202409,53826,"wauzeka, wi",600500.0,2.0
209896,202409,55330,"elk river, mn",452875.0,137.0
209909,202409,29583,"pamplico, sc",205475.0,9.0
209897,202409,73772,"watonga, ok",131500.0,22.0
209898,202409,4456,"levant, me",354900.0,7.0
209899,202409,67031,"conway springs, ks",239925.0,4.0
209900,202409,35541,"arley, al",974699.0,46.0
209901,202409,76426,"bridgeport, tx",326850.0,90.0
209902,202409,32822,"orlando, fl",219125.0,189.0
209903,202409,12144,"rensselaer, ny",237075.0,22.0
209904,202409,76035,"cresson, tx",389900.0,35.0
209905,202409,93426,"bradley, ca",737000.0,20.0
209906,202409,45895,"wapakoneta, oh",252975.0,17.0
209907,202409,79414,"lubbock, tx",166450.0,60.0
209883,202409,99688,"willow, ak",299999.0,59.0
209882,202409,50208,"newton, ia",236175.0,71.0
209881,202409,93518,"caliente, ca",394950.0,11.0
209880,202409,82210,"chugwater, wy",390000.0,3.0
209857,202409,5769,"salisbury, vt",425000.0,3.0
209858,202409,7762,"spring lake, nj",2499750.0,27.0
209859,202409,75474,"quinlan, tx",349999.0,76.0
209860,202409,43466,"wayne, oh",159900.0,1.0
209861,202409,4460,"medway, me",172500.0,3.0
209862,202409,62938,"golconda, il",193650.0,10.0
209863,202409,43830,"nashport, oh",467400.0,11.0
209864,202409,69150,"madrid, ne",368725.0,2.0
209865,202409,78645,"leander, tx",549725.0,364.0
209866,202409,1001,"agawam, ma",299200.0,17.0
209867,202409,7717,"avon by the sea, nj",1749900.0,7.0
209868,202409,37870,"speedwell, tn",394000.0,29.0
209869,202409,47529,"elnora, in",39950.0,2.0
209870,202409,60645,"chicago, il",238475.0,61.0
209871,202409,75570,"new boston, tx",199225.0,35.0
209872,202409,13602,"fort drum, ny",269900.0,1.0
209873,202409,97058,"the dalles, or",488425.0,75.0
209874,202409,89118,"las vegas, nv",378975.0,85.0
209875,202409,15430,"dickerson run, pa",24900.0,1.0
209876,202409,31068,"oglethorpe, ga",110000.0,3.0
209877,202409,55306,"burnsville, mn",403750.0,27.0
209878,202409,70301,"thibodaux, la",287055.0,149.0
209879,202409,15072,,89900.0,1.0
209908,202409,18250,"summit hill, pa",129950.0,14.0
209910,202409,65781,"willard, mo",342475.0,25.0
209963,202409,44023,"chagrin falls, oh",559975.0,30.0
209950,202409,72339,"gilmore, ar",95900.0,1.0
209939,202409,21030,"cockeysville, md",662869.0,15.0
209940,202409,12945,"lake clear, ny",1299000.0,1.0
209941,202409,20166,"sterling, va",602475.0,12.0
209942,202409,97357,"logsden, or",470000.0,1.0
209943,202409,25506,"branchland, wv",96850.0,5.0
209944,202409,3064,"nashua, nh",544950.0,11.0
209945,202409,30540,"ellijay, ga",485000.0,283.0
209946,202409,54234,"sister bay, wi",737475.0,26.0
209947,202409,11221,"brooklyn, ny",981000.0,87.0
209948,202409,50653,"marble rock, ia",135000.0,1.0
209949,202409,18830,"little meadows, pa",304250.0,2.0
209951,202409,72136,"romance, ar",437000.0,4.0
209911,202409,35111,"mc calla, al",339925.0,66.0
209952,202409,96749,"keaau, hi",579000.0,86.0
209953,202409,30621,"bishop, ga",793140.0,17.0
209954,202409,84725,"enterprise, ut",615000.0,17.0
209955,202409,54161,"pound, wi",374900.0,15.0
209956,202409,70570,"opelousas, la",178600.0,119.0
209957,202409,45230,"cincinnati, oh",335975.0,44.0
209958,202409,44312,"akron, oh",206335.0,46.0
209959,202409,13811,"newark valley, ny",179500.0,7.0
209960,202409,61822,"champaign, il",408675.0,46.0
209961,202409,24079,"copper hill, va",537000.0,4.0
209962,202409,95338,"mariposa, ca",578500.0,63.0
209938,202409,75833,"centerville, tx",337450.0,11.0
209937,202409,52563,"hedrick, ia",179950.0,2.0
209936,202409,76657,"mcgregor, tx",431216.0,59.0
209935,202409,92410,"san bernardino, ca",450000.0,33.0
209912,202409,45204,"cincinnati, oh",116000.0,14.0
209913,202409,56368,"richmond, mn",392450.0,16.0
209914,202409,78557,"hidalgo, tx",247750.0,40.0
209915,202409,46049,"kempton, in",565000.0,1.0
209916,202409,28744,,325000.0,1.0
209917,202409,19132,"philadelphia, pa",125000.0,161.0
209918,202409,38380,"sugar tree, tn",406950.0,9.0
209919,202409,48463,"otisville, mi",207500.0,6.0
209920,202409,75669,"long branch, tx",449900.0,1.0
209921,202409,24348,"independence, va",400000.0,11.0
209922,202409,5077,"tunbridge, vt",525000.0,3.0
209923,202409,68770,"ponca, ne",200000.0,3.0
209924,202409,63330,"annada, mo",139900.0,1.0
209925,202409,11050,"port washington, ny",1414250.0,70.0
209926,202409,72736,"gravette, ar",680888.0,31.0
209927,202409,29682,"six mile, sc",1150000.0,18.0
209928,202409,56164,"pipestone, mn",162900.0,15.0
209929,202409,48144,"lambertville, mi",346225.0,18.0
209930,202409,95004,"aromas, ca",1110000.0,7.0
209931,202409,62286,"sparta, il",145000.0,11.0
209932,202409,60482,"worth, il",276150.0,27.0
209933,202409,98031,"kent, wa",720875.0,51.0
209934,202409,48069,"pleasant ridge, mi",479900.0,7.0
210074,202409,99129,"fruitland, wa",347450.0,6.0
210076,202409,95210,"stockton, ca",429300.0,39.0
209414,202409,44615,"carrollton, oh",214475.0,22.0
210227,202409,65702,"macomb, mo",289000.0,3.0
210216,202409,10604,"west harrison, ny",844500.0,12.0
210217,202409,94065,"redwood city, ca",1413944.0,19.0
210218,202409,14225,"buffalo, ny",213675.0,31.0
210219,202409,16034,"fenelton, pa",446950.0,2.0
210220,202409,92549,"idyllwild, ca",521000.0,135.0
210221,202409,3057,"mont vernon, nh",828200.0,4.0
210222,202409,16667,"osterburg, pa",330000.0,1.0
210223,202409,58651,"rhame, nd",431000.0,0.0
210224,202409,4978,"smithfield, me",231750.0,5.0
210225,202409,88072,"vado, nm",545000.0,2.0
210226,202409,11729,"deer park, ny",649498.0,36.0
210228,202409,31008,"byron, ga",279225.0,48.0
210214,202409,14615,"rochester, ny",152400.0,11.0
210229,202409,37620,"bristol, tn",294700.0,103.0
210230,202409,94552,"castro valley, ca",1610500.0,13.0
210231,202409,74964,"watts, ok",239900.0,11.0
210232,202409,15729,"commodore, pa",99900.0,1.0
210233,202409,7310,"jersey city, nj",898250.0,34.0
210234,202409,57028,"flandreau, sd",252400.0,6.0
210235,202409,84014,"centerville, ut",579950.0,27.0
210236,202409,83344,"murtaugh, id",1072500.0,2.0
210237,202409,48602,"saginaw, mi",101950.0,63.0
210238,202409,59487,"vaughn, mt",575000.0,3.0
210239,202409,67220,"wichita, ks",250000.0,41.0
210215,202409,76449,"graford, tx",718700.0,83.0
210213,202409,45231,"cincinnati, oh",241200.0,56.0
210077,202409,7034,"lake hiawatha, nj",451000.0,10.0
210199,202409,50643,"hudson, ia",319900.0,8.0
210188,202409,25614,,19900.0,1.0
210189,202409,27860,"pantego, nc",123750.0,3.0
210190,202409,63673,"saint mary, mo",327000.0,3.0
210191,202409,25015,"belle, wv",177250.0,6.0
210192,202409,66205,"mission, ks",489000.0,21.0
210193,202409,49748,"hulbert, mi",114900.0,1.0
210194,202409,75773,"mineola, tx",357200.0,74.0
210195,202409,30183,"waleska, ga",499650.0,84.0
210196,202409,56375,"saint stephen, mn",850000.0,3.0
210197,202409,54889,"turtle lake, wi",349950.0,12.0
210198,202409,14905,"elmira, ny",173125.0,20.0
210200,202409,12419,"cottekill, ny",339000.0,1.0
210212,202409,55080,"stanchfield, mn",564950.0,8.0
210201,202409,54531,"hazelhurst, wi",661225.0,2.0
210202,202409,65335,"ionia, mo",740000.0,1.0
210203,202409,98645,"silverlake, wa",489950.0,6.0
210204,202409,35442,"aliceville, al",159900.0,6.0
210205,202409,64624,"braymer, mo",187500.0,5.0
210206,202409,57369,"platte, sd",285375.0,6.0
210207,202409,85321,"ajo, az",148500.0,20.0
210208,202409,62053,"kampsville, il",86450.0,2.0
210209,202409,15436,"fairchance, pa",120000.0,2.0
210210,202409,82923,"boulder, wy",437498.0,14.0
210211,202409,24562,"howardsville, va",674999.0,1.0
210240,202409,17758,"muncy valley, pa",399000.0,5.0
210241,202409,33921,"boca grande, fl",3300000.0,23.0
210242,202409,12132,,825000.0,3.0
210282,202409,68310,"beatrice, ne",263225.0,40.0
210271,202409,51054,"sergeant bluff, ia",465000.0,10.0
210272,202409,74571,"talihina, ok",325000.0,26.0
210273,202409,76226,"argyle, tx",649589.0,333.0
210274,202409,79373,"tahoka, tx",257500.0,14.0
210275,202409,47630,"newburgh, in",364900.0,85.0
210276,202409,94938,"lagunitas, ca",1189000.0,3.0
210277,202409,53018,"delafield, wi",686950.0,24.0
210278,202409,5862,"peacham, vt",486500.0,4.0
210279,202409,73840,"fargo, ok",120000.0,2.0
210280,202409,48727,"clifford, mi",220000.0,1.0
210281,202409,94538,"fremont, ca",1255694.0,43.0
210283,202409,76135,"fort worth, tx",329950.0,62.0
210243,202409,70715,"batchelor, la",92500.0,3.0
210284,202409,50514,"armstrong, ia",109800.0,3.0
210285,202409,97377,"shedd, or",650000.0,2.0
210286,202409,43906,"bellaire, oh",114900.0,15.0
210287,202409,50170,"monroe, ia",234000.0,8.0
210288,202409,95425,"cloverdale, ca",789250.0,27.0
210289,202409,87505,"santa fe, nm",795750.0,144.0
210290,202409,8002,"cherry hill, nj",410000.0,35.0
210291,202409,48723,"caro, mi",194900.0,26.0
210292,202409,45415,"dayton, oh",227450.0,29.0
210293,202409,43620,"toledo, oh",86694.0,1.0
210294,202409,29482,"sullivans island, sc",5749500.0,25.0
210270,202409,43773,"quaker city, oh",284950.0,11.0
210269,202409,82412,"byron, wy",424000.0,1.0
210268,202409,49046,"delton, mi",367250.0,16.0
210267,202409,38401,"columbia, tn",473000.0,300.0
210244,202409,66044,"lawrence, ks",297000.0,38.0
210245,202409,53925,"columbus, wi",392500.0,14.0
210246,202409,50035,"bondurant, ia",367600.0,63.0
210247,202409,46747,"hudson, in",227175.0,11.0
210248,202409,95037,"morgan hill, ca",1399750.0,77.0
210249,202409,35079,"hayden, al",249950.0,25.0
210250,202409,72540,"guion, ar",89999.0,1.0
210251,202409,97220,"portland, or",427475.0,81.0
210252,202409,61270,"morrison, il",179900.0,22.0
210253,202409,35956,"boaz, al",361425.0,29.0
210254,202409,49841,"gwinn, mi",196150.0,12.0
210255,202409,87321,"ramah, nm",361000.0,10.0
210256,202409,35752,"hollywood, al",351700.0,9.0
210257,202409,56360,"osakis, mn",401800.0,13.0
210258,202409,51467,"westside, ia",159500.0,1.0
210259,202409,74824,"agra, ok",419000.0,3.0
210260,202409,13666,"newton falls, ny",250000.0,1.0
210261,202409,58421,"carrington, nd",172000.0,3.0
210262,202409,90262,"lynwood, ca",737475.0,10.0
210263,202409,74350,,218000.0,9.0
210264,202409,40216,"louisville, ky",227400.0,65.0
210265,202409,44836,"green springs, oh",299000.0,0.0
210266,202409,70764,"plaquemine, la",179000.0,35.0
210187,202409,54428,"elcho, wi",232000.0,9.0
210186,202409,10108,,480000.0,1.0
210185,202409,85719,"tucson, az",378748.0,77.0
210116,202409,29624,"anderson, sc",203700.0,50.0
210105,202409,84336,"snowville, ut",350000.0,1.0
210106,202409,88252,"jal, nm",113750.0,4.0
210107,202409,29554,"hemingway, sc",190000.0,7.0
210108,202409,4358,"south china, me",459975.0,21.0
210109,202409,76554,"little river academy, tx",179498.0,6.0
210110,202409,45144,"manchester, oh",249900.0,19.0
210111,202409,32824,"orlando, fl",445000.0,140.0
210112,202409,16112,"bessemer, pa",119475.0,4.0
210113,202409,56431,"aitkin, mn",419750.0,36.0
210114,202409,55902,"rochester, mn",727000.0,106.0
210115,202409,75416,"blossom, tx",425000.0,11.0
210117,202409,43221,"columbus, oh",554725.0,63.0
210130,202409,60960,"rankin, il",,1.0
210118,202409,7032,"kearny, nj",564500.0,28.0
210119,202409,54943,"hancock, wi",369750.0,8.0
210120,202409,73932,"beaver, ok",114900.0,1.0
210121,202409,15459,"markleysburg, pa",196175.0,3.0
210122,202409,12745,"hortonville, ny",450000.0,1.0
210123,202409,67474,"portis, ks",55000.0,1.0
210124,202409,43408,"clay center, oh",190000.0,1.0
210125,202409,31639,"nashville, ga",198750.0,44.0
210126,202409,84790,"saint george, ut",610725.0,394.0
210127,202409,44035,"elyria, oh",216950.0,78.0
210128,202409,98321,"buckley, wa",877828.0,37.0
210104,202409,48750,"oscoda, mi",219000.0,63.0
210103,202409,69361,"scottsbluff, ne",276125.0,52.0
210102,202409,74053,"oologah, ok",581813.0,8.0
210101,202409,72142,"scott, ar",430000.0,10.0
210078,202409,47834,"brazil, in",214950.0,34.0
210079,202409,91367,"woodland hills, ca",1299450.0,108.0
210080,202409,15538,"fairhope, pa",1795000.0,4.0
210081,202409,68358,"firth, ne",736250.0,4.0
210082,202409,75561,"hooks, tx",250000.0,12.0
210083,202409,71730,"el dorado, ar",223725.0,72.0
210084,202409,30171,"rydal, ga",512225.0,13.0
210085,202409,7834,"denville, nj",668500.0,24.0
210086,202409,44086,"thompson, oh",171225.0,3.0
210087,202409,64733,"chilhowee, mo",249000.0,9.0
210088,202409,66103,"kansas city, ks",254738.0,18.0
210089,202409,24244,"duffield, va",206175.0,17.0
210090,202409,2646,"harwich port, ma",2075000.0,11.0
210091,202409,68939,"franklin, ne",117500.0,9.0
210092,202409,54554,"phelps, wi",220000.0,7.0
210093,202409,36551,"loxley, al",317175.0,38.0
210094,202409,33076,"pompano beach, fl",1004750.0,206.0
210095,202409,5442,"belvidere center, vt",379000.0,1.0
210096,202409,72666,"parthenon, ar",130000.0,1.0
210097,202409,67104,"medicine lodge, ks",110000.0,4.0
210098,202409,80124,"lone tree, co",912474.0,66.0
210099,202409,15321,"cecil, pa",282500.0,1.0
210100,202409,65260,"jacksonville, mo",264450.0,2.0
210129,202409,4349,"kents hill, me",399900.0,4.0
210131,202409,93309,"bakersfield, ca",349748.0,89.0
